City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Varhaug,NO,58.6147,5.6457,62.15,97,100,22.7,overcast clouds
348,Bang Lamung,TH,13.047,100.9289,85.37,65,17,4.29,few clouds
349,Walvis Bay,NA,-22.9575,14.5053,54.09,88,54,6.58,broken clouds
350,Keningau,MY,5.3378,116.1602,77.86,89,95,1.25,overcast clouds
351,Riyadh,SA,24.6877,46.7219,90.72,19,34,9.64,scattered clouds
352,Kutum,SD,14.2,24.6667,79.48,50,98,3.76,overcast clouds
353,Kolondieba,ML,11.0882,-6.8926,70.75,94,100,3.67,overcast clouds
354,Isangel,VU,-19.55,169.2667,80.73,75,11,2.86,few clouds
355,Oktyabrskiy,RU,54.4815,53.471,63.03,84,13,4.0,few clouds
356,Mount Isa,AU,-20.7333,139.5,76.77,38,0,6.91,clear sky
357,Anchorage,US,61.2181,-149.9003,70.65,50,39,5.01,scattered clouds
358,Kaina,NG,12.6374,8.5873,84.54,55,62,7.81,broken clouds
359,Smolenka,RU,52.1352,113.4974,62.67,100,40,8.95,scattered clouds
360,Guerrero Negro,MX,27.9769,-114.0611,72.57,70,18,16.17,few clouds
361,Tadine,NC,-21.55,167.8833,73.08,78,100,12.28,overcast clouds
362,Kajaani,FI,64.2273,27.7285,48.25,93,0,3.44,clear sky
363,Gazanjyk,TM,39.2446,55.5154,79.09,64,97,8.39,light rain
364,La Quinta,US,33.6634,-116.31,103.1,28,0,5.75,clear sky
365,Qostanay,KZ,53.1667,63.5833,57.49,72,0,2.24,clear sky
366,Dogondoutchi,NE,13.6393,4.0287,83.61,61,27,12.35,scattered clouds
367,Port Moresby,PG,-9.4431,147.1797,83.61,69,14,11.21,few clouds
368,Banamba,ML,13.55,-7.45,75.22,85,100,5.86,light rain
369,Bonavista,CA,48.6499,-53.1147,64.45,90,24,11.43,few clouds
370,Madimba,TZ,-10.4,40.3333,68.52,89,2,7.27,clear sky
371,Morondava,MG,-20.2833,44.2833,66.06,86,0,8.66,clear sky
372,Coquimbo,CL,-29.9533,-71.3436,54.14,87,24,1.39,few clouds
373,Lodja,CD,-3.4833,23.4333,72.14,76,7,1.63,clear sky
374,Wagga Wagga,AU,-35.1167,147.3667,60.85,65,60,9.69,broken clouds
375,Llandrindod Wells,GB,52.2416,-3.3787,60.39,92,96,16.96,overcast clouds
376,Berbera,SO,10.4396,45.0143,89.11,39,100,19.37,overcast clouds
377,Zyryanka,RU,65.75,150.85,75.78,30,92,0.65,overcast clouds
378,Hobyo,SO,5.3505,48.5268,74.75,83,6,22.66,clear sky
379,Lata,PT,40.1629,-8.3327,56.53,91,2,1.77,clear sky
380,Shitanjing,CN,39.2342,106.3439,77.81,34,89,7.7,overcast clouds
381,Campbell River,CA,50.0163,-125.2446,77.59,45,97,10.13,overcast clouds
382,Neryungri,RU,56.6709,124.6491,77.32,52,7,0.87,clear sky
383,Salamiyah,SY,35.0113,37.0532,71.82,44,0,5.06,clear sky
384,Kerouane,GN,9.2667,-9.0167,67.05,98,100,3.36,overcast clouds
385,Anloga,GH,5.7947,0.8973,75.52,83,59,10.49,broken clouds
386,Zavodskoy,RU,43.4597,132.2922,71.19,83,40,2.24,light rain
387,Eyl,SO,7.9803,49.8164,75.88,74,12,21.23,few clouds
388,Salaga,GH,8.5508,-0.5188,72.3,87,36,2.82,scattered clouds
389,Brindisi,IT,40.5833,17.6667,83.77,44,0,6.53,clear sky
390,Kampot,KH,10.6167,104.1833,82.45,82,7,3.78,clear sky
391,Tiznit,MA,29.5833,-9.5,88.07,23,7,2.77,clear sky
392,Tabou,CI,4.423,-7.3528,73.89,77,100,5.35,overcast clouds
393,Tateyama,JP,34.9833,139.8667,81.0,84,100,9.69,overcast clouds
394,Evensk,RU,61.95,159.2333,62.49,50,6,6.8,clear sky
395,Kozlovo,RU,56.5167,36.2667,60.89,99,100,5.37,overcast clouds
396,Kinel,RU,53.2333,50.65,67.24,90,19,4.12,few clouds
397,Vokhtoga,RU,58.8147,41.0461,61.34,92,58,3.42,broken clouds
398,Khuzhir,RU,53.1939,107.3397,53.15,97,100,3.76,moderate rain
399,Fenyi,CN,27.8112,114.6681,89.69,63,1,2.48,clear sky
400,Miramar,US,25.9873,-80.2323,86.0,75,0,8.05,clear sky
401,Olot,ES,42.181,2.4901,76.6,10,0,5.03,clear sky
402,Tual,ID,-5.6667,132.75,80.1,83,53,18.68,broken clouds
403,Vyartsilya,RU,62.1764,30.693,56.61,100,79,4.27,broken clouds
404,Sosnogorsk,RU,63.6023,53.8817,48.6,82,100,2.3,overcast clouds
405,Senno,RU,59.5336,33.9167,61.27,98,100,3.15,light rain
406,Tucuman,AR,-26.8241,-65.2226,68.11,61,0,3.24,clear sky
407,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,19.57,broken clouds
408,Ivanava,BY,52.1451,25.5365,55.29,96,100,7.58,overcast clouds
409,Canton,CN,23.1167,113.25,93.15,53,0,4.25,clear sky
410,Bahar,IR,34.9072,48.4414,64.04,47,0,4.05,clear sky
411,Inuvik,CA,68.3499,-133.7218,61.29,52,23,4.94,few clouds
412,Sikonge,TZ,-5.6333,32.7667,69.08,44,68,8.84,broken clouds
413,Yatou,CN,37.15,122.3833,81.81,69,0,9.19,clear sky
414,Mayumba,GA,-3.432,10.6554,70.97,88,100,0.96,overcast clouds
415,Sinnamary,GF,5.3833,-52.95,78.06,88,93,8.14,overcast clouds
416,Bukama,CD,-9.2,25.85,70.38,41,46,3.69,scattered clouds
417,Macapa,BR,0.0389,-51.0664,78.67,83,76,8.48,broken clouds
418,Mata,PT,40.683,-7.4592,69.76,72,2,2.75,clear sky
419,Cockburn Town,TC,21.4612,-71.1419,81.79,79,8,21.3,clear sky
420,Morant Bay,JM,17.8815,-76.4093,78.71,80,74,6.82,broken clouds
421,Jamame,SO,0.0722,42.7506,73.53,84,49,13.53,scattered clouds
422,San Jeronimo,PE,-11.9472,-75.2829,43.3,96,100,2.01,overcast clouds
423,Darbhanga,IN,26.1667,85.9,79.92,84,43,12.77,scattered clouds
424,Cap Malheureux,MU,-19.9842,57.6142,64.47,75,4,5.01,clear sky
425,Shimoda,JP,34.6667,138.95,83.37,74,100,4.25,overcast clouds
426,Qeshm,IR,26.9581,56.2719,88.39,83,100,10.96,overcast clouds
427,Sept-Iles,CA,50.2001,-66.3821,64.92,92,100,9.22,overcast clouds
428,Tagaytay,PH,14.115,120.9636,80.2,69,51,5.41,broken clouds
429,Gold Coast,AU,-28.0,153.4333,70.77,72,0,9.22,clear sky
430,Huarmey,PE,-10.0681,-78.1522,63.77,84,69,10.65,broken clouds
431,Husavik,IS,66.0449,-17.3389,46.18,89,60,2.55,broken clouds
432,Saint George,US,37.1041,-113.5841,97.43,31,0,10.36,clear sky
433,Serenje,ZM,-13.2325,30.2352,53.76,69,7,6.55,clear sky
434,Kandrian,PG,-6.2167,149.55,83.82,74,32,12.53,light rain
435,Myre,NO,69.1036,15.9492,50.9,81,62,13.91,broken clouds
436,Molochnoye,RU,59.2917,39.6787,60.55,96,86,2.21,light rain
437,Ambilobe,MG,-13.2,49.05,61.72,88,11,3.56,few clouds
438,Shahrud,IR,36.4182,54.9763,68.76,69,6,9.98,clear sky
439,Alice Springs,AU,-23.7,133.8833,62.15,51,0,14.97,clear sky
440,Hatillo,PR,18.4863,-66.8254,82.11,88,0,4.0,clear sky
441,Takoradi,GH,4.8845,-1.7554,73.11,88,86,7.61,overcast clouds
442,Mahajanga,MG,-15.7167,46.3167,68.58,67,5,5.35,clear sky
443,Yabelo,ET,4.8833,38.0833,55.27,73,8,7.31,clear sky
444,Victoria,HK,22.2855,114.1577,93.25,77,14,5.99,few clouds
445,Harper,LR,4.375,-7.7169,73.83,76,51,4.88,broken clouds
446,Banyo,CM,6.75,11.8167,64.76,96,100,3.31,overcast clouds
447,Kyshtovka,RU,56.555,76.6271,56.5,83,55,5.57,broken clouds
448,Heilbron,ZA,-27.2812,27.9709,38.77,35,0,7.38,clear sky
449,Phirangipuram,IN,16.3,80.2667,78.21,81,100,5.84,moderate rain
450,Culpeper,US,38.5004,-77.9664,85.15,87,0,0.0,clear sky
451,Klerksdorp,ZA,-26.8521,26.6667,39.72,29,0,2.28,clear sky
452,Naze,JP,28.3667,129.4833,83.14,75,32,0.78,scattered clouds
453,Laibin,CN,23.7,109.2667,85.28,70,0,5.08,clear sky
454,Havelock,US,34.8791,-76.9013,80.94,90,44,4.0,scattered clouds
455,Zaragoza,ES,41.6561,-0.8773,85.01,53,0,10.0,clear sky
456,Mananara,MG,-16.1667,49.7667,65.1,94,69,4.83,light rain
457,Broome,US,42.2506,-75.833,74.86,80,98,7.0,overcast clouds
458,Road Town,VG,18.4167,-64.6167,82.44,78,20,12.66,few clouds
459,Chilca,PE,-12.5211,-76.7372,60.55,88,48,9.78,scattered clouds
460,Zhigansk,RU,66.7697,123.3711,65.23,65,20,8.01,few clouds
461,Shenjiamen,CN,29.9576,122.298,80.22,86,55,7.9,broken clouds
462,Teya,RU,60.3778,92.6267,61.72,76,24,3.33,few clouds
463,Zhuanghe,CN,39.7008,122.9911,80.55,80,5,8.57,clear sky
464,Stettler,CA,52.3168,-112.7186,68.45,79,100,9.75,overcast clouds
465,Kanodar,IN,24.1,72.3833,77.02,91,96,9.62,light rain
466,Ostrovnoy,RU,68.0531,39.5131,49.42,91,100,12.26,overcast clouds
467,Pangnirtung,CA,66.1451,-65.7125,51.64,71,86,2.42,overcast clouds
468,Solnechnyy,RU,50.7214,136.6319,79.21,55,0,4.9,clear sky
469,Mahibadhoo,MV,3.7833,72.9667,82.04,73,100,12.84,overcast clouds
470,Itarema,BR,-2.9248,-39.9167,79.74,77,100,15.59,overcast clouds
471,Dongsheng,CN,39.8161,109.9776,74.17,53,5,10.22,clear sky
472,Mahon,ES,39.8885,4.2658,79.36,89,0,4.61,clear sky
473,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,70.38,69,1,11.79,clear sky
474,Mount Airy,US,36.4993,-80.6073,81.97,64,40,0.0,scattered clouds
475,Makurdi,NG,7.7411,8.5121,73.38,97,100,4.45,light rain
476,Marshall,US,34.3834,-86.3333,87.78,67,0,5.75,clear sky
477,Springbok,ZA,-29.6643,17.8865,47.95,26,0,11.59,clear sky
478,Port Macquarie,AU,-31.4333,152.9167,63.9,60,0,0.92,clear sky
479,Kubanskiy,RU,45.9292,40.5806,64.94,67,27,7.67,scattered clouds
480,Hirado,JP,33.3597,129.5531,86.4,82,4,5.08,clear sky
481,Berlevag,NO,70.8578,29.0864,49.8,93,100,6.91,overcast clouds
482,Adre,TD,13.4667,22.2,76.5,73,100,6.55,overcast clouds
483,Staryy Nadym,RU,65.6118,72.6842,50.76,81,100,11.34,overcast clouds
484,Indramayu,ID,-6.3264,108.32,78.28,68,92,10.94,overcast clouds
485,Ikot Ekpene,NG,5.1794,7.7108,73.26,88,100,3.58,overcast clouds
486,Kaeo,NZ,-35.1,173.7833,61.32,97,100,20.4,overcast clouds
487,Beauvais,FR,49.4167,2.0,71.76,70,0,6.91,clear sky
488,Noumea,NC,-22.2763,166.4572,76.98,99,45,9.28,scattered clouds
489,Mikkeli,FI,61.6886,27.2723,55.15,100,100,2.3,fog
490,Itoman,JP,26.1247,127.6694,89.4,84,40,8.05,scattered clouds
491,Formosa,AR,-26.1775,-58.1781,73.89,56,0,7.56,clear sky
492,Leh,IN,34.1667,77.5833,60.49,67,100,2.42,overcast clouds
493,Wau,SS,7.7029,27.9953,70.92,97,100,2.75,overcast clouds
494,Cabedelo,BR,-6.9811,-34.8339,73.69,79,33,14.2,scattered clouds
495,Kloulklubed,PW,7.0419,134.2556,83.08,73,68,5.55,light rain
496,Beoumi,CI,7.6736,-5.5764,71.01,92,98,5.57,overcast clouds
497,Pipri,IN,19.8,75.5333,72.63,90,100,5.84,overcast clouds
498,Rawson,AR,-43.3002,-65.1023,42.17,74,98,9.91,overcast clouds
499,Xining,CN,36.6167,101.7667,63.21,58,0,2.75,clear sky
500,Tovuz,AZ,40.9922,45.6289,64.02,56,6,5.73,clear sky
501,Les Herbiers,FR,46.8667,-1.0167,65.91,94,84,6.69,broken clouds
502,Neuquen,AR,-38.9516,-68.0591,46.29,87,75,10.36,broken clouds
503,Little Baguio,PH,7.8939,125.2764,75.63,74,100,2.3,overcast clouds
504,Zigos,GR,41.0167,24.3833,82.98,57,99,8.01,light rain
505,Leshukonskoye,RU,64.8989,45.7622,48.34,94,28,3.78,scattered clouds
506,Miami,US,25.7743,-80.1937,86.0,76,75,8.05,broken clouds
507,Lompoc,US,34.6391,-120.4579,79.02,74,0,13.8,clear sky
508,Burnie,AU,-41.0667,145.9167,55.92,82,82,13.76,broken clouds
509,Kokopo,PG,-4.352,152.2633,85.8,64,3,15.08,clear sky
510,Tandalti,SD,13.0167,31.8667,77.94,69,100,12.26,overcast clouds
511,Tulum,MX,20.2167,-87.4667,80.64,83,100,6.8,overcast clouds
512,Nova Olinda Do Norte,BR,-3.8881,-59.0942,78.13,58,10,2.66,clear sky
513,Jimo,CN,36.3897,120.4622,83.73,53,0,5.12,clear sky
514,Dunmore East,IE,52.1514,-6.9861,60.69,73,100,12.91,overcast clouds
515,Savelugu,GH,9.6244,-0.8253,75.15,77,100,3.4,overcast clouds
516,Clara,IE,53.3425,-7.6139,56.39,98,96,9.13,overcast clouds
517,Wakkanai,JP,45.4094,141.6739,66.6,84,99,8.93,overcast clouds
518,Faya,SA,18.3851,42.4509,63.05,64,100,8.95,overcast clouds
519,La Asuncion,VE,11.0333,-63.8628,78.1,84,100,13.56,overcast clouds
520,Taoudenni,ML,22.6783,-3.9836,92.57,27,91,19.93,light rain
521,Adrar,MR,20.5022,-10.0711,95.61,7,5,10.13,clear sky
522,Sola,VU,-13.8833,167.55,80.46,78,0,6.89,clear sky
523,Batticaloa,LK,7.7102,81.6924,79.75,72,89,3.96,overcast clouds
524,Iwanai,JP,42.9744,140.5089,75.52,66,48,5.03,scattered clouds
525,Emerald,AU,-23.5333,148.1667,66.34,77,40,9.22,scattered clouds
526,Akonolinga,CM,3.7667,12.25,66.88,99,100,3.29,moderate rain
527,San Juan,AR,-31.5375,-68.5364,60.4,50,0,7.54,clear sky
528,Chute-Aux-Outardes,CA,49.1168,-68.399,60.78,100,75,5.75,thunderstorm with light rain
529,Manado,ID,1.487,124.8455,84.97,65,20,5.75,few clouds
530,Bantou,CN,26.2151,117.4893,92.35,46,0,1.32,clear sky
531,Portales,US,34.1862,-103.3344,93.33,28,14,1.01,few clouds
532,Pangody,RU,65.85,74.4859,49.84,85,70,16.08,broken clouds
533,Nabire,ID,-3.3667,135.4833,83.23,74,81,1.97,broken clouds
534,High Level,CA,58.5169,-117.136,73.51,40,40,10.36,scattered clouds
535,Nelson Bay,AU,-32.7167,152.15,61.11,86,0,5.01,clear sky
536,Uige,AO,-7.6087,15.0613,63.23,95,10,2.89,clear sky
537,Mnogovershinnyy,RU,53.9353,139.9242,75.58,57,7,2.89,clear sky
538,College,US,64.8569,-147.8028,74.59,34,86,3.87,overcast clouds
539,Christchurch,NZ,-43.5333,172.6333,45.41,93,75,4.61,drizzle
540,Erenhot,CN,43.6475,111.9767,80.42,30,100,4.16,overcast clouds
541,Dudinka,RU,69.4058,86.1778,56.62,81,100,29.04,light rain
542,Bachaquero,VE,9.9694,-71.1494,81.16,73,82,5.39,broken clouds
543,Kanigoro,ID,-8.13,112.219,74.12,66,87,9.66,overcast clouds
544,Hambantota,LK,6.1241,81.1185,75.54,100,75,0.0,shower rain
545,Oranjemund,NA,-28.55,16.4333,62.01,31,0,9.35,clear sky
546,Sibu,MY,2.3,111.8167,77.74,90,100,0.94,overcast clouds
547,Tomatlan,MX,19.9333,-105.25,82.81,78,58,7.05,broken clouds
548,Magistralnyy,RU,56.1725,107.4458,68.09,70,81,5.37,broken clouds
549,Fort Nelson,CA,58.8053,-122.7002,69.89,44,100,4.7,overcast clouds
550,Svetlyy,RU,54.675,20.1347,59.05,85,89,5.79,overcast clouds
551,Los Andes,CL,-32.8337,-70.5983,48.0,71,77,1.28,broken clouds
552,Sorong,ID,-0.8833,131.25,80.94,82,100,3.91,overcast clouds
553,Hofn,IS,64.2539,-15.2082,50.74,91,100,4.65,overcast clouds
554,Dingle,PH,10.9995,122.6711,83.32,78,84,0.83,light rain
555,Viedma,AR,-40.8135,-62.9967,46.13,74,100,11.01,overcast clouds
556,Kurilsk,RU,45.2333,147.8833,54.9,96,99,12.26,overcast clouds
557,Nemuro,JP,43.3236,145.575,63.37,88,2,3.11,clear sky
558,Ulladulla,AU,-35.35,150.4667,61.0,63,69,4.0,broken clouds
559,Teahupoo,PF,-17.8333,-149.2667,75.16,79,14,15.32,light rain
560,De-Kastri,RU,51.4667,140.7833,76.75,63,30,4.34,scattered clouds
561,Portland,US,45.5234,-122.6762,95.16,42,0,11.5,clear sky
562,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,73,0,8.05,clear sky
563,Asyut,EG,27.181,31.1837,82.9,30,4,10.56,clear sky
564,Camamu,BR,-13.9447,-39.1039,67.48,89,94,5.17,overcast clouds
565,Esfarayen,IR,37.0765,57.5101,70.12,70,14,6.42,few clouds
566,Raga,SS,8.4596,25.678,69.58,95,100,3.74,overcast clouds
567,Vila Velha,BR,-20.3297,-40.2925,70.95,85,31,3.24,scattered clouds
568,Dafeng,CN,23.4517,108.5881,86.47,69,0,2.01,clear sky
569,Margate,GB,51.3813,1.3862,66.31,80,100,4.0,overcast clouds
570,Ianca,RO,45.1333,27.45,68.81,84,76,12.21,broken clouds
571,Canete,CL,-37.8,-73.4,51.93,95,100,6.69,light rain
572,Karlovo,BG,42.6333,24.8,77.13,66,79,5.84,light rain
573,Darfo,IT,45.8779,10.1812,79.75,75,14,5.12,few clouds
574,Ingham,US,42.6,-84.3833,76.17,89,40,0.0,scattered clouds
575,Qinggang,CN,46.6833,126.0833,74.08,72,100,5.19,overcast clouds
576,Lugovoy,KZ,42.9472,72.7644,75.79,34,0,1.12,clear sky
577,Tommot,RU,58.9564,126.2925,83.41,60,46,1.61,scattered clouds
578,Canutama,BR,-6.5339,-64.3831,79.34,53,9,0.58,clear sky
579,Sorland,NO,67.667,12.6934,51.66,80,100,19.22,overcast clouds
580,Pakxe,LA,15.1167,105.7833,80.02,84,9,2.15,clear sky
581,Selfoss,IS,63.9331,-20.9971,51.04,82,90,6.06,overcast clouds
582,Mitu,CO,1.1983,-70.1733,70.02,100,100,0.72,overcast clouds
583,Muravlenko,RU,63.7898,74.523,52.07,78,0,13.38,clear sky
584,Tamandare,BR,-8.7597,-35.1047,73.24,80,95,9.82,overcast clouds
585,Nuuk,GL,64.1835,-51.7216,43.41,93,40,6.91,scattered clouds
586,Pandan,PH,14.0453,124.1694,84.49,76,68,5.19,broken clouds
587,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.84,51,22,1.23,few clouds
588,Seabra,BR,-12.4186,-41.7703,63.0,90,71,8.34,broken clouds
589,Gamba,GA,-2.65,10.0,70.48,87,98,2.08,overcast clouds
590,Pineville,US,31.3224,-92.4343,87.69,62,0,4.61,clear sky
591,Nantucket,US,41.2835,-70.0995,79.0,94,10,24.45,clear sky
592,Palu,ID,-0.8917,119.8707,83.55,71,89,2.15,overcast clouds
593,Cervo,ES,43.6702,-7.4101,64.96,78,96,5.97,overcast clouds
594,Fortuna Foothills,US,32.6578,-114.4119,101.55,35,0,12.66,clear sky
595,Hirara,JP,24.8,125.2833,89.46,74,40,5.75,scattered clouds
596,Livramento,BR,-3.0254,-60.1803,84.87,83,0,0.0,clear sky
597,Khandbari,NP,27.3747,87.2039,73.49,87,78,0.85,broken clouds
598,Flagstaff,US,35.1981,-111.6513,80.26,70,20,10.36,few clouds
599,Srandakan,ID,-7.9386,110.2506,76.95,67,96,13.87,overcast clouds
600,Daulatpur,PK,26.5015,67.9706,82.4,84,100,12.95,light rain
601,Beringovskiy,RU,63.05,179.3167,45.41,76,100,13.2,overcast clouds
602,Kudahuvadhoo,MV,2.6708,72.8944,81.93,72,97,12.48,overcast clouds
603,Timra,SE,62.487,17.3257,61.68,82,100,5.75,overcast clouds
604,Kokstad,ZA,-30.5472,29.4241,39.52,80,75,5.17,broken clouds
605,San Felipe,VE,10.3399,-68.7425,70.72,96,60,1.59,broken clouds
606,Belaya Gora,RU,68.5333,146.4167,73.76,31,37,6.22,scattered clouds
607,Sharlyk,RU,52.9167,54.75,65.08,81,99,7.34,light rain
608,Namatanai,PG,-3.6667,152.4333,85.12,68,22,8.08,few clouds
609,Campbellton,CA,48.0075,-66.6727,68.65,98,100,6.29,moderate rain
610,Bulgan,MN,48.8125,103.5347,57.4,68,0,2.51,clear sky
611,Redcliffe,AU,-27.2307,153.0973,70.14,61,20,9.22,few clouds
612,Markala,ML,13.7021,-6.0659,77.07,78,100,11.14,light rain
613,Koindu,GN,8.4386,-10.3253,68.29,99,100,3.06,light rain
614,Orlovskiy,RU,46.8714,42.0592,65.17,69,100,7.47,overcast clouds
615,Visnes,NO,59.3556,5.2242,61.21,88,20,17.27,moderate rain
616,Namioka,JP,40.7072,140.5894,79.92,88,75,4.61,broken clouds
617,Chabahar,IR,25.2919,60.643,82.78,81,84,14.2,broken clouds
618,Taltal,CL,-25.4,-70.4833,57.67,80,5,3.69,clear sky
619,Belmonte,BR,-15.8631,-38.8828,70.63,81,44,7.63,scattered clouds
620,Krasnoselkup,RU,65.7,82.4667,51.58,96,100,19.91,light rain
621,Soe,ID,-9.8607,124.284,69.84,51,57,4.74,broken clouds
622,Klyuchi,RU,52.2667,79.1667,60.73,65,52,7.52,broken clouds
623,Kununurra,AU,-15.7667,128.7333,69.78,32,7,5.75,clear sky
624,Namtsy,RU,62.7161,129.6658,78.64,48,93,3.38,overcast clouds
625,Dakar,SN,14.6937,-17.4441,76.08,77,98,4.52,overcast clouds
626,Monzon,ES,41.9108,0.1941,81.82,45,0,4.12,clear sky
627,Mirnyy,RU,62.5353,113.9611,73.24,83,30,8.99,scattered clouds
628,Balbalan,PH,17.4414,121.2019,78.26,65,87,2.59,overcast clouds
629,Saiki,JP,32.95,131.9,83.16,81,56,7.47,broken clouds
630,Surgut,RU,61.25,73.4167,57.38,76,0,4.47,clear sky
631,Shakawe,BW,-18.3667,21.85,57.42,45,0,4.61,clear sky
632,Uribia,CO,11.7139,-72.266,82.58,63,100,15.61,overcast clouds
633,Shingu,JP,33.7333,135.9833,83.86,63,44,4.41,scattered clouds
634,Neropolis,BR,-16.4064,-49.2186,66.2,43,0,5.21,clear sky
635,San Quintin,MX,30.4833,-115.95,70.61,74,77,10.63,broken clouds
636,Bama,NG,11.5221,13.6856,78.57,73,100,9.98,overcast clouds
637,Santa Cruz Del Sur,CU,20.7147,-77.9956,79.39,82,100,14.52,overcast clouds
638,Weligama,LK,5.9667,80.4167,77.86,86,100,12.12,overcast clouds
639,Cotonou,BJ,6.3654,2.4183,76.69,81,100,9.93,overcast clouds
640,Purpe,RU,64.4803,76.6897,52.92,78,53,13.71,broken clouds
641,Verkhnevilyuysk,RU,63.4453,120.3167,75.04,57,12,8.86,few clouds
642,Iranshahr,IR,27.2025,60.6848,87.85,56,100,1.59,overcast clouds
643,Covington,US,39.0837,-84.5086,85.32,81,20,11.5,moderate rain
644,Ryotsu,JP,38.0833,138.4333,81.5,66,24,2.64,few clouds
645,Mana,GF,5.6592,-53.7767,76.77,91,98,8.79,overcast clouds
646,Kropotkin,RU,45.4375,40.5756,61.9,82,5,7.18,clear sky
647,Empalme,MX,27.9667,-110.8167,92.35,66,75,9.22,broken clouds
648,Sanguem,IN,15.2333,74.1667,75.2,92,100,2.44,overcast clouds
649,Togur,RU,58.3631,82.8265,51.49,95,100,3.06,overcast clouds
650,Hokitika,NZ,-42.7167,170.9667,52.92,53,100,6.91,overcast clouds
651,Malatya,TR,38.5,38.0,62.65,39,0,2.3,clear sky
652,Piacabucu,BR,-10.4056,-36.4344,72.43,76,100,9.31,overcast clouds
653,Nome,US,64.5011,-165.4064,55.17,62,40,4.61,scattered clouds
654,Zhaodong,CN,46.0833,125.9833,73.92,75,100,5.46,overcast clouds
655,Manbij,SY,36.5281,37.9549,74.17,29,0,14.05,clear sky
656,Adeje,ES,28.1227,-16.726,86.88,67,0,1.14,clear sky
657,Marinette,US,45.1,-87.6307,75.25,59,27,16.35,scattered clouds
658,Ystad,SE,55.4297,13.8204,61.54,85,94,10.78,overcast clouds
659,Chigorodo,CO,7.6664,-76.6811,74.41,98,100,2.26,overcast clouds
660,Katobu,ID,-4.9408,122.5276,80.53,67,5,4.0,clear sky
661,Mackay,AU,-21.15,149.2,73.69,81,93,10.45,overcast clouds
662,Pinillos,CO,8.9193,-74.4677,75.79,95,94,3.11,overcast clouds
663,Muromtsevo,RU,56.3724,75.2418,56.37,83,10,5.53,clear sky
664,Chatra,IN,24.2167,84.8667,77.49,83,96,10.04,overcast clouds
665,Mapiri,BO,-15.25,-68.1667,70.93,83,100,0.4,overcast clouds
666,Kasongo,CD,-4.45,26.6667,75.25,55,93,1.66,overcast clouds
667,Mandalgovi,MN,45.7625,106.2708,68.56,40,7,13.51,clear sky
668,Pierre,US,44.3683,-100.351,82.85,46,0,9.22,clear sky
669,Nyurba,RU,63.2842,118.3319,77.58,60,49,9.42,scattered clouds
670,Sur,OM,22.5667,59.5289,87.31,65,100,11.25,overcast clouds
671,Paamiut,GL,61.994,-49.6678,44.37,81,10,3.2,clear sky
672,Villa Carlos Paz,AR,-31.4241,-64.4978,63.9,47,64,1.99,broken clouds
673,Keti Bandar,PK,24.1447,67.4497,79.25,94,100,18.37,heavy intensity rain
674,Luziania,BR,-16.2525,-47.9503,67.69,52,0,4.16,clear sky
675,Milledgeville,US,33.0801,-83.2321,86.14,73,40,5.75,scattered clouds
676,Champerico,GT,14.3,-91.9167,80.55,78,99,1.54,overcast clouds
677,Komsomolskiy,UZ,40.4272,71.7189,81.32,22,0,9.22,clear sky
678,Gunjur,GM,13.2019,-16.7339,73.47,94,75,1.14,broken clouds
679,Sterling,US,39.0062,-77.4286,89.11,71,75,5.75,broken clouds
680,Magnitogorsk,RU,53.4186,59.0472,59.83,82,40,8.95,scattered clouds
681,Goundam,ML,16.4145,-3.6708,83.14,58,99,6.91,overcast clouds
682,Baghdad,IQ,33.3406,44.4009,82.31,21,0,4.61,clear sky
683,Dongning,CN,44.0622,131.1207,68.95,94,100,2.51,overcast clouds
684,Mansoa,GW,12.0733,-15.3189,72.48,97,29,2.37,scattered clouds
685,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,68.88,99,100,4.72,moderate rain
686,Acarau,BR,-2.8856,-40.12,79.9,77,99,17.94,overcast clouds
687,Anton Lizardo,MX,19.05,-95.9833,83.21,75,19,8.25,few clouds
688,Tecoanapa,MX,16.5167,-98.75,79.83,85,100,5.03,overcast clouds
689,Osuna,ES,37.2377,-5.1075,88.92,17,20,3.31,few clouds
690,Hamilton,US,39.1834,-84.5333,84.43,81,20,11.5,moderate rain
691,Maningrida,AU,-12.0667,134.2667,79.92,63,6,8.77,clear sky
692,Westport,US,41.1415,-73.3579,84.88,84,79,11.01,broken clouds
693,Batemans Bay,AU,-35.7167,150.1833,55.09,61,81,3.6,broken clouds
